supply_node,geography,capacity_or_energy_unit,time_unit,interpolation_method,extrapolation_method,extrapolation_growth,geography_map_key,source,notes,gau,demand_sector,supply_technology,resource_bin,year,value,sensitivity
Biomass Power Plants,mexico,megawatt,,linear_interpolation,none,,,,,mx,,municipal solid waste power plant,,2000.0,702.8,
Biomass Power Plants,mexico,megawatt,,linear_interpolation,none,,,,,mx,,municipal solid waste power plant,,2001.0,702.8,
Biomass Power Plants,mexico,megawatt,,linear_interpolation,none,,,,,mx,,municipal solid waste power plant,,2002.0,702.8,
Biomass Power Plants,mexico,megawatt,,linear_interpolation,none,,,,,mx,,municipal solid waste power plant,,2003.0,702.8,
Biomass Power Plants,mexico,megawatt,,linear_interpolation,none,,,,,mx,,municipal solid waste power plant,,2004.0,702.8,
Biomass Power Plants,mexico,megawatt,,linear_interpolation,none,,,,,mx,,municipal solid waste power plant,,2005.0,702.8,
Biomass Power Plants,mexico,megawatt,,linear_interpolation,none,,,,,mx,,municipal solid waste power plant,,2006.0,702.8,
Biomass Power Plants,mexico,megawatt,,linear_interpolation,none,,,,,mx,,municipal solid waste power plant,,2007.0,702.8,
Biomass Power Plants,mexico,megawatt,,linear_interpolation,none,,,,,mx,,municipal solid waste power plant,,2009.0,702.8,
Biomass Power Plants,mexico,megawatt,,linear_interpolation,none,,,,,mx,,municipal solid waste power plant,,2010.0,702.8,
Biomass Power Plants,mexico,megawatt,,linear_interpolation,none,,,,,mx,,municipal solid waste power plant,,2012.0,702.8,
Biomass Power Plants,mexico,megawatt,,linear_interpolation,none,,,,,mx,,municipal solid waste power plant,,2013.0,702.8,
Biomass Power Plants,mexico,megawatt,,linear_interpolation,none,,,,,mx,,municipal solid waste power plant,,2014.0,702.8,
Biomass Power Plants,mexico,megawatt,,linear_interpolation,none,,,,,mx,,municipal solid waste power plant,,2015.0,702.8,
Biomass Power Plants,mexico,megawatt,,linear_interpolation,none,,,,,mx,,municipal solid waste power plant,,2016.0,703.55,
Coal Power Plants,mexico,megawatt,,linear_interpolation,none,,,,,mx,,pulverized coal power plant,,1982.0,1200.0,
Coal Power Plants,mexico,megawatt,,linear_interpolation,none,,,,,mx,,pulverized coal power plant,,1985.0,1200.0,
Coal Power Plants,mexico,megawatt,,linear_interpolation,none,,,,,mx,,pulverized coal power plant,,1986.0,1200.0,
Coal Power Plants,mexico,megawatt,,linear_interpolation,none,,,,,mx,,pulverized coal power plant,,1987.0,1200.0,
Coal Power Plants,mexico,megawatt,,linear_interpolation,none,,,,,mx,,pulverized coal power plant,,1989.0,1200.0,
Coal Power Plants,mexico,megawatt,,linear_interpolation,none,,,,,mx,,pulverized coal power plant,,1990.0,1200.0,
Coal Power Plants,mexico,megawatt,,linear_interpolation,none,,,,,mx,,pulverized coal power plant,,1991.0,1200.0,
Coal Power Plants,mexico,megawatt,,linear_interpolation,none,,,,,mx,,pulverized coal power plant,,1993.0,5378.36,
Coal Power Plants,mexico,megawatt,,linear_interpolation,none,,,,,mx,,pulverized coal power plant,,1994.0,5378.36,
Coal Power Plants,mexico,megawatt,,linear_interpolation,none,,,,,mx,,pulverized coal power plant,,1995.0,5378.36,
Coal Power Plants,mexico,megawatt,,linear_interpolation,none,,,,,mx,,pulverized coal power plant,,1996.0,5378.36,
Coal Power Plants,mexico,megawatt,,linear_interpolation,none,,,,,mx,,pulverized coal power plant,,1998.0,5378.36,
Coal Power Plants,mexico,megawatt,,linear_interpolation,none,,,,,mx,,pulverized coal power plant,,1999.0,5378.36,
Coal Power Plants,mexico,megawatt,,linear_interpolation,none,,,,,mx,,pulverized coal power plant,,2000.0,5378.36,
Coal Power Plants,mexico,megawatt,,linear_interpolation,none,,,,,mx,,pulverized coal power plant,,2001.0,5378.36,
Coal Power Plants,mexico,megawatt,,linear_interpolation,none,,,,,mx,,pulverized coal power plant,,2002.0,5378.36,
Coal Power Plants,mexico,megawatt,,linear_interpolation,none,,,,,mx,,pulverized coal power plant,,2003.0,5378.36,
Coal Power Plants,mexico,megawatt,,linear_interpolation,none,,,,,mx,,pulverized coal power plant,,2004.0,5378.36,
Coal Power Plants,mexico,megawatt,,linear_interpolation,none,,,,,mx,,pulverized coal power plant,,2005.0,5378.36,
Coal Power Plants,mexico,megawatt,,linear_interpolation,none,,,,,mx,,pulverized coal power plant,,2006.0,5378.36,
Coal Power Plants,mexico,megawatt,,linear_interpolation,none,,,,,mx,,pulverized coal power plant,,2007.0,5378.36,
Coal Power Plants,mexico,megawatt,,linear_interpolation,none,,,,,mx,,pulverized coal power plant,,2009.0,5378.36,
Coal Power Plants,mexico,megawatt,,linear_interpolation,none,,,,,mx,,pulverized coal power plant,,2010.0,5378.36,
Coal Power Plants,mexico,megawatt,,linear_interpolation,none,,,,,mx,,pulverized coal power plant,,2012.0,5378.36,
Coal Power Plants,mexico,megawatt,,linear_interpolation,none,,,,,mx,,pulverized coal power plant,,2013.0,5378.36,
Coal Power Plants,mexico,megawatt,,linear_interpolation,none,,,,,mx,,pulverized coal power plant,,2014.0,5378.36,
Coal Power Plants,mexico,megawatt,,linear_interpolation,none,,,,,mx,,pulverized coal power plant,,2015.0,5378.36,
Coal Power Plants,mexico,megawatt,,linear_interpolation,none,,,,,mx,,pulverized coal power plant,,2016.0,5378.36,
Combined Heat and Power,mexico,megawatt,,linear_interpolation,none,,,,,,,,,,,
Combined-Cycle Gas Turbines,mexico,megawatt,,linear_interpolation,none,,,,,mx,,gas combined cycle power plant,,1974.0,452.0,
Combined-Cycle Gas Turbines,mexico,megawatt,,linear_interpolation,none,,,,,mx,,gas combined cycle power plant,,1975.0,452.0,
Combined-Cycle Gas Turbines,mexico,megawatt,,linear_interpolation,none,,,,,mx,,gas combined cycle power plant,,1976.0,452.0,
Combined-Cycle Gas Turbines,mexico,megawatt,,linear_interpolation,none,,,,,mx,,gas combined cycle power plant,,1977.0,452.0,
Combined-Cycle Gas Turbines,mexico,megawatt,,linear_interpolation,none,,,,,mx,,gas combined cycle power plant,,1980.0,452.0,
Combined-Cycle Gas Turbines,mexico,megawatt,,linear_interpolation,none,,,,,mx,,gas combined cycle power plant,,1981.0,2753.95,
Combined-Cycle Gas Turbines,mexico,megawatt,,linear_interpolation,none,,,,,mx,,gas combined cycle power plant,,1982.0,2753.95,
Combined-Cycle Gas Turbines,mexico,megawatt,,linear_interpolation,none,,,,,mx,,gas combined cycle power plant,,1985.0,2753.95,
Combined-Cycle Gas Turbines,mexico,megawatt,,linear_interpolation,none,,,,,mx,,gas combined cycle power plant,,1986.0,2753.95,
Combined-Cycle Gas Turbines,mexico,megawatt,,linear_interpolation,none,,,,,mx,,gas combined cycle power plant,,1987.0,2753.95,
Combined-Cycle Gas Turbines,mexico,megawatt,,linear_interpolation,none,,,,,mx,,gas combined cycle power plant,,1989.0,3480.91,
Combined-Cycle Gas Turbines,mexico,megawatt,,linear_interpolation,none,,,,,mx,,gas combined cycle power plant,,1990.0,3480.91,
Combined-Cycle Gas Turbines,mexico,megawatt,,linear_interpolation,none,,,,,mx,,gas combined cycle power plant,,1991.0,3480.91,
Combined-Cycle Gas Turbines,mexico,megawatt,,linear_interpolation,none,,,,,mx,,gas combined cycle power plant,,1993.0,3480.91,
Combined-Cycle Gas Turbines,mexico,megawatt,,linear_interpolation,none,,,,,mx,,gas combined cycle power plant,,1994.0,3480.91,
Combined-Cycle Gas Turbines,mexico,megawatt,,linear_interpolation,none,,,,,mx,,gas combined cycle power plant,,1995.0,3480.91,
Combined-Cycle Gas Turbines,mexico,megawatt,,linear_interpolation,none,,,,,mx,,gas combined cycle power plant,,1996.0,3480.91,
Combined-Cycle Gas Turbines,mexico,megawatt,,linear_interpolation,none,,,,,mx,,gas combined cycle power plant,,1998.0,4002.67,
Combined-Cycle Gas Turbines,mexico,megawatt,,linear_interpolation,none,,,,,mx,,gas combined cycle power plant,,1999.0,4002.67,
Combined-Cycle Gas Turbines,mexico,megawatt,,linear_interpolation,none,,,,,mx,,gas combined cycle power plant,,2000.0,6320.09,
Combined-Cycle Gas Turbines,mexico,megawatt,,linear_interpolation,none,,,,,mx,,gas combined cycle power plant,,2001.0,7292.11,
Combined-Cycle Gas Turbines,mexico,megawatt,,linear_interpolation,none,,,,,mx,,gas combined cycle power plant,,2002.0,9050.47,
Combined-Cycle Gas Turbines,mexico,megawatt,,linear_interpolation,none,,,,,mx,,gas combined cycle power plant,,2003.0,15508.17,
Combined-Cycle Gas Turbines,mexico,megawatt,,linear_interpolation,none,,,,,mx,,gas combined cycle power plant,,2004.0,17758.59,
Combined-Cycle Gas Turbines,mexico,megawatt,,linear_interpolation,none,,,,,mx,,gas combined cycle power plant,,2005.0,18357.86,
Combined-Cycle Gas Turbines,mexico,megawatt,,linear_interpolation,none,,,,,mx,,gas combined cycle power plant,,2006.0,20718.86,
Combined-Cycle Gas Turbines,mexico,megawatt,,linear_interpolation,none,,,,,mx,,gas combined cycle power plant,,2007.0,21853.86,
Combined-Cycle Gas Turbines,mexico,megawatt,,linear_interpolation,none,,,,,mx,,gas combined cycle power plant,,2009.0,21853.86,
Combined-Cycle Gas Turbines,mexico,megawatt,,linear_interpolation,none,,,,,mx,,gas combined cycle power plant,,2010.0,22736.86,
Combined-Cycle Gas Turbines,mexico,megawatt,,linear_interpolation,none,,,,,mx,,gas combined cycle power plant,,2012.0,22736.86,
Combined-Cycle Gas Turbines,mexico,megawatt,,linear_interpolation,none,,,,,mx,,gas combined cycle power plant,,2013.0,22736.86,
Combined-Cycle Gas Turbines,mexico,megawatt,,linear_interpolation,none,,,,,mx,,gas combined cycle power plant,,2014.0,23466.86,
Combined-Cycle Gas Turbines,mexico,megawatt,,linear_interpolation,none,,,,,mx,,gas combined cycle power plant,,2015.0,23907.16,
Combined-Cycle Gas Turbines,mexico,megawatt,,linear_interpolation,none,,,,,mx,,gas combined cycle power plant,,2016.0,26587.06,
Combustion Turbines,mexico,megawatt,,linear_interpolation,none,,,,,mx,,distillate oil combustion turbine power plant,,1969.0,52.2,
Combustion Turbines,mexico,megawatt,,linear_interpolation,none,,,,,mx,,gas combustion turbine power plant,,1970.0,24.0,
Combustion Turbines,mexico,megawatt,,linear_interpolation,none,,,,,mx,,distillate oil combustion turbine power plant,,1970.0,52.2,
Combustion Turbines,mexico,megawatt,,linear_interpolation,none,,,,,mx,,gas combustion turbine power plant,,1971.0,417.0,
Combustion Turbines,mexico,megawatt,,linear_interpolation,none,,,,,mx,,distillate oil combustion turbine power plant,,1971.0,52.2,
Combustion Turbines,mexico,megawatt,,linear_interpolation,none,,,,,mx,,gas combustion turbine power plant,,1972.0,441.0,
Combustion Turbines,mexico,megawatt,,linear_interpolation,none,,,,,mx,,distillate oil combustion turbine power plant,,1972.0,52.2,
Combustion Turbines,mexico,megawatt,,linear_interpolation,none,,,,,mx,,gas combustion turbine power plant,,1973.0,441.0,
Combustion Turbines,mexico,megawatt,,linear_interpolation,none,,,,,mx,,distillate oil combustion turbine power plant,,1973.0,52.2,
Combustion Turbines,mexico,megawatt,,linear_interpolation,none,,,,,mx,,gas combustion turbine power plant,,1974.0,441.0,
Combustion Turbines,mexico,megawatt,,linear_interpolation,none,,,,,mx,,distillate oil combustion turbine power plant,,1974.0,52.2,
Combustion Turbines,mexico,megawatt,,linear_interpolation,none,,,,,mx,,gas combustion turbine power plant,,1975.0,489.0,
Combustion Turbines,mexico,megawatt,,linear_interpolation,none,,,,,mx,,distillate oil combustion turbine power plant,,1975.0,52.2,
Combustion Turbines,mexico,megawatt,,linear_interpolation,none,,,,,mx,,gas combustion turbine power plant,,1976.0,489.0,
Combustion Turbines,mexico,megawatt,,linear_interpolation,none,,,,,mx,,distillate oil combustion turbine power plant,,1976.0,52.2,
Combustion Turbines,mexico,megawatt,,linear_interpolation,none,,,,,mx,,gas combustion turbine power plant,,1977.0,489.0,
Combustion Turbines,mexico,megawatt,,linear_interpolation,none,,,,,mx,,distillate oil combustion turbine power plant,,1977.0,52.2,
Combustion Turbines,mexico,megawatt,,linear_interpolation,none,,,,,mx,,gas combustion turbine power plant,,1980.0,489.0,
Combustion Turbines,mexico,megawatt,,linear_interpolation,none,,,,,mx,,distillate oil combustion turbine power plant,,1980.0,52.2,
Combustion Turbines,mexico,megawatt,,linear_interpolation,none,,,,,mx,,gas combustion turbine power plant,,1981.0,489.0,
Combustion Turbines,mexico,megawatt,,linear_interpolation,none,,,,,mx,,distillate oil combustion turbine power plant,,1981.0,52.2,
Combustion Turbines,mexico,megawatt,,linear_interpolation,none,,,,,mx,,gas combustion turbine power plant,,1982.0,489.0,
Combustion Turbines,mexico,megawatt,,linear_interpolation,none,,,,,mx,,distillate oil combustion turbine power plant,,1982.0,52.2,
Combustion Turbines,mexico,megawatt,,linear_interpolation,none,,,,,mx,,gas combustion turbine power plant,,1985.0,489.0,
Combustion Turbines,mexico,megawatt,,linear_interpolation,none,,,,,mx,,distillate oil combustion turbine power plant,,1985.0,52.2,
Combustion Turbines,mexico,megawatt,,linear_interpolation,none,,,,,mx,,gas combustion turbine power plant,,1986.0,489.0,
Combustion Turbines,mexico,megawatt,,linear_interpolation,none,,,,,mx,,distillate oil combustion turbine power plant,,1986.0,52.2,
Combustion Turbines,mexico,megawatt,,linear_interpolation,none,,,,,mx,,gas combustion turbine power plant,,1987.0,489.0,
Combustion Turbines,mexico,megawatt,,linear_interpolation,none,,,,,mx,,distillate oil combustion turbine power plant,,1987.0,52.2,
Combustion Turbines,mexico,megawatt,,linear_interpolation,none,,,,,mx,,gas combustion turbine power plant,,1989.0,489.0,
Combustion Turbines,mexico,megawatt,,linear_interpolation,none,,,,,mx,,distillate oil combustion turbine power plant,,1989.0,52.2,
Combustion Turbines,mexico,megawatt,,linear_interpolation,none,,,,,mx,,gas combustion turbine power plant,,1990.0,489.0,
Combustion Turbines,mexico,megawatt,,linear_interpolation,none,,,,,mx,,distillate oil combustion turbine power plant,,1990.0,52.2,
Combustion Turbines,mexico,megawatt,,linear_interpolation,none,,,,,mx,,gas combustion turbine power plant,,1991.0,489.0,
Combustion Turbines,mexico,megawatt,,linear_interpolation,none,,,,,mx,,distillate oil combustion turbine power plant,,1991.0,52.2,
Combustion Turbines,mexico,megawatt,,linear_interpolation,none,,,,,mx,,gas combustion turbine power plant,,1993.0,489.0,
Combustion Turbines,mexico,megawatt,,linear_interpolation,none,,,,,mx,,distillate oil combustion turbine power plant,,1993.0,52.2,
Combustion Turbines,mexico,megawatt,,linear_interpolation,none,,,,,mx,,gas combustion turbine power plant,,1994.0,489.0,
Combustion Turbines,mexico,megawatt,,linear_interpolation,none,,,,,mx,,distillate oil combustion turbine power plant,,1994.0,52.2,
Combustion Turbines,mexico,megawatt,,linear_interpolation,none,,,,,mx,,gas combustion turbine power plant,,1995.0,489.0,
Combustion Turbines,mexico,megawatt,,linear_interpolation,none,,,,,mx,,distillate oil combustion turbine power plant,,1995.0,52.2,
Combustion Turbines,mexico,megawatt,,linear_interpolation,none,,,,,mx,,gas combustion turbine power plant,,1996.0,489.0,
Combustion Turbines,mexico,megawatt,,linear_interpolation,none,,,,,mx,,distillate oil combustion turbine power plant,,1996.0,52.2,
Combustion Turbines,mexico,megawatt,,linear_interpolation,none,,,,,mx,,gas combustion turbine power plant,,1998.0,657.0,
Combustion Turbines,mexico,megawatt,,linear_interpolation,none,,,,,mx,,distillate oil combustion turbine power plant,,1998.0,52.2,
Combustion Turbines,mexico,megawatt,,linear_interpolation,none,,,,,mx,,gas combustion turbine power plant,,1999.0,807.0,
Combustion Turbines,mexico,megawatt,,linear_interpolation,none,,,,,mx,,distillate oil combustion turbine power plant,,1999.0,52.2,
Combustion Turbines,mexico,megawatt,,linear_interpolation,none,,,,,mx,,gas combustion turbine power plant,,2000.0,3265.15,
Combustion Turbines,mexico,megawatt,,linear_interpolation,none,,,,,mx,,distillate oil combustion turbine power plant,,2000.0,1053.76,
Combustion Turbines,mexico,megawatt,,linear_interpolation,none,,,,,mx,,gas combustion turbine power plant,,2001.0,3265.15,
Combustion Turbines,mexico,megawatt,,linear_interpolation,none,,,,,mx,,distillate oil combustion turbine power plant,,2001.0,1053.76,
Combustion Turbines,mexico,megawatt,,linear_interpolation,none,,,,,mx,,gas combustion turbine power plant,,2002.0,3265.15,
Combustion Turbines,mexico,megawatt,,linear_interpolation,none,,,,,mx,,distillate oil combustion turbine power plant,,2002.0,1053.76,
Combustion Turbines,mexico,megawatt,,linear_interpolation,none,,,,,mx,,gas combustion turbine power plant,,2003.0,3265.15,
Combustion Turbines,mexico,megawatt,,linear_interpolation,none,,,,,mx,,distillate oil combustion turbine power plant,,2003.0,1115.76,
Combustion Turbines,mexico,megawatt,,linear_interpolation,none,,,,,mx,,gas combustion turbine power plant,,2004.0,3265.15,
Combustion Turbines,mexico,megawatt,,linear_interpolation,none,,,,,mx,,distillate oil combustion turbine power plant,,2004.0,1115.76,
Combustion Turbines,mexico,megawatt,,linear_interpolation,none,,,,,mx,,gas combustion turbine power plant,,2005.0,3321.15,
Combustion Turbines,mexico,megawatt,,linear_interpolation,none,,,,,mx,,distillate oil combustion turbine power plant,,2005.0,1115.76,
Combustion Turbines,mexico,megawatt,,linear_interpolation,none,,,,,mx,,gas combustion turbine power plant,,2006.0,3321.15,
Combustion Turbines,mexico,megawatt,,linear_interpolation,none,,,,,mx,,distillate oil combustion turbine power plant,,2006.0,1115.76,
Combustion Turbines,mexico,megawatt,,linear_interpolation,none,,,,,mx,,gas combustion turbine power plant,,2007.0,3321.15,
Combustion Turbines,mexico,megawatt,,linear_interpolation,none,,,,,mx,,distillate oil combustion turbine power plant,,2007.0,1115.76,
Combustion Turbines,mexico,megawatt,,linear_interpolation,none,,,,,mx,,gas combustion turbine power plant,,2009.0,3321.15,
Combustion Turbines,mexico,megawatt,,linear_interpolation,none,,,,,mx,,distillate oil combustion turbine power plant,,2009.0,1115.76,
Combustion Turbines,mexico,megawatt,,linear_interpolation,none,,,,,mx,,gas combustion turbine power plant,,2010.0,3321.15,
Combustion Turbines,mexico,megawatt,,linear_interpolation,none,,,,,mx,,distillate oil combustion turbine power plant,,2010.0,1115.76,
Combustion Turbines,mexico,megawatt,,linear_interpolation,none,,,,,mx,,gas combustion turbine power plant,,2012.0,3321.15,
Combustion Turbines,mexico,megawatt,,linear_interpolation,none,,,,,mx,,distillate oil combustion turbine power plant,,2012.0,1115.76,
Combustion Turbines,mexico,megawatt,,linear_interpolation,none,,,,,mx,,gas combustion turbine power plant,,2013.0,3321.15,
Combustion Turbines,mexico,megawatt,,linear_interpolation,none,,,,,mx,,distillate oil combustion turbine power plant,,2013.0,1115.76,
Combustion Turbines,mexico,megawatt,,linear_interpolation,none,,,,,mx,,gas combustion turbine power plant,,2014.0,3441.85,
Combustion Turbines,mexico,megawatt,,linear_interpolation,none,,,,,mx,,distillate oil combustion turbine power plant,,2014.0,1115.76,
Combustion Turbines,mexico,megawatt,,linear_interpolation,none,,,,,mx,,gas combustion turbine power plant,,2015.0,3441.85,
Combustion Turbines,mexico,megawatt,,linear_interpolation,none,,,,,mx,,distillate oil combustion turbine power plant,,2015.0,1115.76,
Combustion Turbines,mexico,megawatt,,linear_interpolation,none,,,,,mx,,gas combustion turbine power plant,,2016.0,3542.21,
Combustion Turbines,mexico,megawatt,,linear_interpolation,none,,,,,mx,,distillate oil combustion turbine power plant,,2016.0,896.07,
Dispatchable Hydroelectric Power Plants,mexico,megawatt,,linear_interpolation,nearest,,,,,mx,,large hydro power plant,,1905.0,109.0,
